,Unnamed: 0,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,currentRatio,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare
30,CLB,40.6956,0.282225,4.90957,1.90912,23.65011,20.79592,20.90124,4.76122,1.90252,9.62547,5.04924,13.27879,4.0625,4.9167,2.38358,47.41047,92.35053,92.35053,5.36959,0.61534,46664413.0,46.13137,959.887,3.80587
31,CSAN,25.14964,0.0,1.42544,0.74987,5.05058,22.60903,20.15899,7.0988,16.29429,19.7809,29.44155,6.64534,2.42837,3.48414,1.61904,53.988,249.0012,273.6596,59.4965,0.0,1874070932.0,300.9317,6031.685,0.0
32,CRGY,6.83921,0.0,1.82016,0.53856,0.95302,65.03265,53.93476,37.47075,43.31384,38.44461,25.51408,36.58925,18.59352,41.88255,0.68697,26.26697,138.8487,139.2417,0.0,0.0,48361601.0,38.42705,1641.678,0.0
33,CPG,29.99474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.87558,0.0,15.20737,0.0,0.0,0.0,2.08244,69.54284,230.7759,230.7759,0.0,20.13841,547957237.0,262.8807,17319.98,0.0
34,CRT,10.42811,0.13726,41.34425,9.78959,32.77609,0.0,0.0,93.87683,93.13641,93.87691,93.13641,377.0917,235.9715,285.4347,0.0,0.0,0.0,0.0,68.16583,0.0,6000000.0,6.0,122.46,0.0
35,CVI,4.28148,0.016621,3.58485,0.22387,2.32894,11.47192,16.22922,6.93866,11.32983,9.18679,14.4357,85.67096,17.53771,29.02477,1.21529,63.12029,234.6667,235.5556,32.59323,0.0,100530599.0,100.5236,2419.771,0.0
36,DK,4.87949,0.006726,1.43098,0.07123,2.15996,10.58445,12.30793,1.765,1.83982,2.97093,3.63887,34.02875,4.42244,8.37234,1.11046,71.16662,272.55,277.5,55.02041,0.0,65729167.0,65.00024,1403.975,0.0
37,DEN,8.5163,0.018595,2.78031,2.74781,6.20159,63.05011,55.94749,34.68942,26.15668,39.36123,27.93196,41.2877,25.55135,31.37155,0.70961,4.03924,4.20268,4.20926,15.85484,0.0,50277186.0,48.16223,4516.902,80.36114
38,DNN,76.6,0.0,3.36824,85.42832,0.0,23.96303,20.21185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.03212,0.17429,0.1088,0.17459,0.0,85.33654,834806652.0,793.0772,946.3486,0.0
39,DVN,5.02929,0.06999,2.70804,1.54336,3.52652,56.03233,52.96887,31.51721,26.23594,41.73097,34.03087,58.90418,26.74897,31.60619,1.08802,37.56397,58.53147,60.85451,37.31386,0.0,641700000.0,638.7573,29601.62,0.0
40,DHT,21.81683,0.034297,1.25437,2.95722,7.25026,42.90162,58.47583,13.64781,36.82063,16.33924,40.33592,5.81529,3.9759,4.12317,3.65969,26.98273,34.35438,37.12711,53.50394,52.7179,162653339.0,134.2843,1343.009,0.20769
41,FANG,5.14424,0.085988,1.46632,2.46849,3.80726,82.89301,78.44156,49.18122,38.75325,63.62445,53.24675,30.3329,17.69442,19.84844,0.61506,30.15206,44.94309,45.00776,14.20022,0.0,181093498.0,175.167,22611.33,9.28834
42,BOOM,14.31443,0.054611,0.87422,0.47762,5.20627,28.6907,28.32305,2.89434,1.16035,5.87671,3.91665,6.25807,2.29104,3.68195,2.01044,18.18934,29.21599,33.13984,103.8945,5.29319,19716554.0,18.64781,334.1956,22.18226
43,LPG,6.48207,0.082298,1.02499,2.55663,4.39739,92.52195,94.54184,39.26328,49.61536,45.29535,55.6454,14.96506,8.61858,9.15344,2.71917,42.90948,68.93387,75.16043,14.09709,36.00727,40350535.0,33.79355,858.2559,5.2207
44,DRQ,67.86299,0.607373,0.90128,2.14575,19.62008,27.67889,27.91284,3.16173,2.54333,3.05572,3.5085,1.32251,1.19703,1.29924,9.02244,0.0,0.0,0.0,13.83899,0.0,34172911.0,33.10335,793.495,0.0
45,DTM,12.37223,0.65609,1.13316,4.92831,8.24355,0.0,0.0,41.2973,38.18182,52.32432,50.0,9.3517,4.44393,4.77023,0.35673,45.45574,76.0875,86.2789,7.80886,0.0,96890219.0,96.67975,4558.685,0.0
46,ESTE,2.36142,0.000439,1.0128,0.89836,1.47205,77.002,70.68012,41.24724,20.86746,53.4486,38.54614,44.22841,25.01941,36.21662,0.5202,29.2121,58.48598,58.53783,253.9551,0.0,106197674.0,74.80797,1717.793,21.72884
47,EC,2.5567,0.025541,0.93821,0.53689,1.74149,43.90423,39.49431,23.22379,19.39414,37.68178,29.57234,41.04781,13.45244,17.91263,1.36093,49.15631,102.0888,126.4736,73.82479,0.0,41116694690.0,221.6273,18877.73,13.70427
48,EP,30.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22104592.0,0.0,0.0,0.0
49,ENB,42.4521,0.0,1.85247,2.01889,15.09648,42.46624,49.02692,5.46264,15.45342,12.91785,22.04555,4.37651,1.58575,1.78117,0.59113,55.35163,116.5765,130.995,0.51168,0.0,2024676423.0,2020.939,75303.23,0.0
50,UUUU,14.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158029412.0,0.0,0.0,0.0
51,ERF,3.25486,0.010097,2.64023,1.3278,2.21909,76.3966,68.39843,45.20028,33.27492,52.13863,35.96768,117.4803,51.1937,74.80039,0.75538,15.14369,10.76749,17.84627,27.48426,0.0,216479610.0,213.1018,2992.07,0.0
52,E,3.57932,0.067236,0.79966,0.37078,2.38031,34.64819,19.1613,10.0174,8.85415,11.94579,10.778,24.77745,8.48348,12.64997,1.3769,36.37051,44.39563,57.6486,35.40813,0.0,3571487977.0,1328.37,51371.28,4.18069
53,EOG,6.7296,0.059314,2.47362,2.27702,4.8854,65.23784,64.51883,33.97359,33.85774,43.37855,43.04603,39.97701,23.74055,27.36995,2.17219,13.05224,14.88191,15.01159,46.40153,0.0,584858641.0,584.7684,62948.34,8.4164
54,EPSN,3.52231,0.026829,1.0964,1.75824,2.89591,85.48037,78.02952,50.3335,37.72685,62.89271,35.52833,34.98245,28.65291,30.66156,9.90062,0.0,0.0,0.0,38.17294,0.0,22926444.0,18.77884,115.5493,14.25964
55,EQT,3.33617,0.014641,1.03919,1.17237,2.04819,79.14529,69.34331,42.04519,45.81738,56.72115,60.78327,44.388,20.28874,26.42022,1.48233,31.04502,41.76442,45.17624,599.2485,0.0,361642666.0,358.6317,12588.78,0.0
56,EQNR,2.99862,0.018626,1.49984,0.62309,2.21789,63.75243,61.53714,20.39546,17.00103,51.30413,42.85176,57.76667,18.62175,25.89186,1.95658,35.25628,43.49165,54.4599,30.82657,0.0,3175470159.0,1042.271,88580.29,7.51794
57,EURN,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220024713.0,0.0,0.0,0.0
58,EPM,4.9068,0.0,2.80607,6.74582,0.0,49.46746,52.7681,0.0,15.59768,0.0,12.84235,0.0,0.0,0.0,5.92509,0.0,0.0,0.0,0.0,32.3778,33268686.0,30.32168,150.7835,8.74598
59,XOM,6.9391,0.04775,2.08616,1.05044,4.99137,32.99847,33.72029,16.12834,14.15882,18.14818,16.78782,33.51998,17.57666,22.31507,1.45837,16.72154,19.70456,20.86016,28.58209,0.0,4042984946.0,4022.786,414488.4,1.53588
60,FLNG,9.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53682140.0,0.0,0.0,0.0
61,FET,12.10649,0.122365,0.5605,0.31845,5.15221,27.53307,27.57347,1.28459,0.0,4.07321,3.62569,2.57655,1.14877,1.51384,2.63659,26.84783,36.46433,36.70135,26.1242,0.0,10149539.0,4.91637,233.6424,0.0
62,FRO,6.87651,0.001824,1.45369,2.30529,5.25545,44.1649,57.22327,33.0524,45.27739,30.96053,46.47594,24.1117,10.63097,11.5159,2.24953,51.11282,93.1398,104.5309,90.85192,38.71283,222622889.0,142.7798,3297.045,7.81925
63,GPRK,2.69321,0.022234,4.46765,0.58304,1.77953,65.73828,69.86301,22.35474,14.41096,45.47993,41.9726,471.5561,22.89965,30.36105,1.13514,79.16264,375.5023,379.9073,24.24842,0.0,58101872.0,43.27255,573.0842,7.52044
64,GLNG,2.68252,0.004445,0.92506,8.63846,2.20655,71.89587,67.50581,372.1767,98.71923,195.7459,2.96188,41.24108,21.59691,29.92838,3.03685,29.0824,33.77881,47.5687,2.86891,0.0,107225832.0,91.89247,2312.861,6.56952
65,GTE,1.82,0.0,1.00597,0.65929,0.0,63.97399,70.65709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72554,78.87116,373.2867,373.2867,0.0,1.18333,33300000.0,358.625,204.4144,0.0
66,GPOR,1.45483,0.002748,1.35212,0.7506,1.12116,94.71029,95.8211,63.69768,71.53159,65.75595,71.46772,190.0184,63.71971,99.04136,0.61699,28.57987,40.01655,40.01655,834.4982,0.0,18531707.0,18.4959,1779.044,22.27128
67,HNRG,6.79933,0.016153,1.27554,0.61565,2.8647,29.52476,28.99476,10.23365,11.70845,13.90669,15.52189,24.97178,10.32116,16.83855,0.61972,27.80363,24.90493,38.51113,89.09565,23.8461,33137011.0,24.64615,302.5409,0.0
68,HAL,12.93405,0.527293,2.98844,1.15967,8.57008,17.33057,18.161,9.15629,11.53778,14.62886,17.20979,25.40176,8.69299,11.05298,2.1354,48.42433,94.2246,94.2246,34.48661,1.7019,902194900.0,901.0073,25153.19,0.0
69,HP,10.21724,0.038018,1.1536,1.19048,4.44264,37.49577,41.46059,12.08928,21.30737,16.10036,22.77691,11.60559,7.42142,8.16398,2.42785,16.45376,19.6942,19.6942,71.90844,6.89028,102584517.0,101.8383,3179.094,0.0
70,HES,19.85915,0.109769,4.91215,3.49768,9.45127,69.43618,72.99876,20.74943,17.75197,32.48993,28.41145,28.04515,11.3571,13.24133,1.64601,49.53709,105.201,105.2625,44.80223,0.0,307051889.0,275.9966,39950.52,0.0
71,HESM,15.06939,3.152724,30.15463,5.50362,8.8603,0.0,0.0,47.57848,46.62295,61.87096,61.86885,39.32376,17.0854,20.13956,0.84188,87.21052,1309.829,1312.023,3.29151,0.0,44093493.0,46.48544,6977.487,0.0
72,DINO,2.62848,0.007229,0.81709,0.19772,1.92892,20.67439,18.68422,8.45934,5.0892,11.33201,6.6649,35.50751,18.13631,23.59648,2.10362,24.37966,31.63731,34.95159,71.46401,0.0,192307059.0,154.1298,7574.975,9.15114
73,HPK,5.55489,0.009934,1.23745,1.70292,2.76993,89.50748,85.28021,34.22042,22.45681,51.45962,39.58372,28.70009,16.29201,20.33519,0.25877,41.348,52.86435,70.49716,209.5393,0.0,113177146.0,13.96811,1510.915,658.1949
74,IMO,5.27,0.0,1.12855,0.86997,16.34033,19.86792,19.62033,0.0,4.571,0.0,5.54515,0.0,0.0,0.0,1.26323,20.21436,24.38731,25.33584,0.0,14.51659,584152718.0,193.5602,18608.34,1.0999
75,IMPP,1.10947,0.001109,0.17595,0.64019,1.48586,66.39359,73.55237,30.41741,36.28134,30.73541,36.46137,15.59839,11.94069,12.79531,5.4909,19.89781,21.2274,24.84052,458.7843,0.0,16259420.0,12.61529,62.11098,0.0
76,INSW,3.3058,0.006914,1.20048,1.78206,2.72663,73.79362,75.52781,54.60515,60.12364,60.35153,64.60419,42.13766,23.22846,25.69104,2.47321,37.91451,49.90448,61.06822,220.9297,0.0,49025344.0,34.9336,1871.722,0.0
77,KMI,14.42121,0.096275,1.18773,1.9437,7.52147,39.95744,52.31481,14.06757,18.08128,22.53259,30.70988,8.29654,3.83005,4.25097,0.56461,49.52216,95.41243,102.4352,19.77441,0.0,2241213694.0,1963.989,36531.79,0.0
78,KNTK,34.36311,0.267887,0.0,3.55181,8.7564,55.11165,56.82643,18.88261,1.52968,10.97576,9.70147,0.0,3.84948,9.4505,0.99159,60.68889,0.0,0.0,222.4437,0.0,49057209.0,18.84745,4394.59,0.0
79,KOS,9.44969,0.002332,3.17691,1.39576,3.60229,81.70793,78.70942,15.57423,21.13154,24.92224,40.08979,43.88513,6.34724,7.55855,0.70986,71.86728,252.0075,255.458,9.14969,0.0,459967597.0,443.3678,2764.405,0.0
80,LPI,1.03,0.003835,0.80376,0.39444,0.77566,75.00939,77.1401,35.99427,72.72416,56.55065,56.85586,119.1385,28.80864,36.82051,0.47046,54.14512,118.0793,118.0793,82.28796,0.0,16813540.0,15.70607,799.4838,15.05004
81,LBRT,3.90146,0.008472,1.30176,0.45119,2.28649,27.08872,29.60683,12.3097,12.89509,13.96861,17.83726,40.23797,22.96386,31.84032,1.41789,13.30363,14.68066,15.34508,70.33011,2.97693,175112341.0,167.3857,2083.837,17.79301
82,MMP,13.07827,0.825769,7.37772,3.65336,10.41268,47.04895,47.79809,28.60046,31.49362,35.91918,38.11659,55.74467,12.38798,13.46487,0.96878,74.77231,296.3899,296.3899,22.2807,1.01045,202095600.0,200.97,12404.63,0.0
83,MGY,4.46381,0.088977,2.57139,2.52927,3.39949,87.27499,82.13158,58.356,34.59249,59.37401,41.16096,66.01115,43.3941,54.52861,2.6357,18.1173,24.44611,24.44611,29.86636,0.0,190146438.0,25.63229,4110.161,2.53013
84,MRO,5.39732,0.128728,1.19998,1.69694,2.96585,90.75788,88.0,34.07954,24.89552,46.91096,36.1194,23.95183,14.34475,16.11187,0.74837,34.03614,50.39515,51.59817,29.63684,0.0,617604314.0,615.1339,13568.77,5.50295
85,MPC,3.23159,0.004848,1.70908,0.25798,2.14675,16.89764,16.47944,10.19007,8.79284,13.5581,11.55272,64.18257,20.10237,29.405,1.90456,44.76314,101.292,101.5712,28.68169,0.0,424282812.0,423.4343,45292.19,16.15261
86,MTDR,4.37132,0.073556,1.56114,1.66325,2.92153,75.66387,71.55223,40.65558,31.93497,55.7358,44.87663,43.57153,23.98307,28.24342,1.67366,25.30107,35.98427,35.98427,55.60024,0.0,119184414.0,111.1208,5077.256,19.66391
87,MTR,10.3853,0.026868,14.21345,9.28316,0.0,0.0,0.0,89.38772,92.97688,95.20583,98.35596,141.9681,113.505,141.9681,2.22509,0.0,0.0,0.0,353.5963,0.0,1863590.0,1.86359,38.24087,0.0
88,MXC,4.82,0.066276,2.02185,5.09906,10.47719,73.53483,78.0897,23.03493,31.24585,24.82439,32.24727,9.80826,8.05462,8.21792,3.96818,7.74644,8.3969,8.3969,53.26325,15.7046,2142000.0,0.87966,18.82949,0.0
89,MRC,10.79119,0.024057,1.78645,0.20993,6.81497,20.30804,20.11299,2.6526,3.84181,4.79179,6.44068,18.3755,4.88574,6.94808,2.09917,33.70787,50.45632,50.84746,25.25902,1.8412,84212435.0,82.76074,736.0167,0.0
90,MUR,4.1151,0.003654,1.00965,1.23825,2.32803,78.20306,72.34978,33.89193,25.48133,45.96762,35.3342,27.72563,13.69753,15.98404,0.77999,25.58345,35.48338,35.49694,71.13599,0.0,156098234.0,146.5004,5187.145,3.71411
91,MVO,5.16667,0.041208,19.16235,4.84863,0.0,0.0,0.0,93.84446,96.03346,93.84446,96.03346,345.1628,345.1628,345.1628,0.0,0.0,0.0,0.0,125.2244,0.0,11500000.0,7.1624,131.905,0.0
92,NC,3.4567,0.127226,0.54804,0.99892,2.49096,23.37135,6.69512,28.40266,11.35199,31.13449,3.6178,16.89769,12.51345,13.39073,7.53422,4.50756,4.03858,4.72033,17.38318,0.0,5944585.0,2.7856,236.5812,12.65034
93,NESR,6.94563,0.0,0.26332,0.29638,1.59495,16.62216,14.63219,4.29609,0.88581,5.73157,3.71665,3.94223,2.20081,2.77173,1.44603,30.62629,33.6323,44.14646,8.97764,0.0,91361235.0,73.99181,260.3795,0.0
94,NFG,8.06046,0.373781,1.60776,2.00042,4.79962,56.59595,48.47719,24.9307,19.64139,36.05353,30.86422,24.32821,7.31498,8.97934,0.59234,46.43195,72.43604,86.67845,15.77195,8.86411,91803996.0,90.30476,4628.757,2.68371
95,NOV,17.4047,0.0633,1.09415,0.74978,9.06252,20.01046,20.94801,4.30009,6.37105,5.37185,6.42202,6.4972,3.33502,4.29672,2.34922,27.04783,36.88728,37.53576,31.39275,0.0,393724975.0,390.2281,5736.573,0.0
96,NVGS,18.70731,0.066016,0.85229,2.04857,5.35597,44.162,44.99169,11.58272,8.31812,12.30561,16.13092,4.69815,2.57997,2.83191,1.43038,40.72785,60.84169,69.35864,16.55945,15.42134,75240141.0,33.46558,970.5978,0.0
97,NEX,3.20195,0.003289,1.71685,0.47849,2.13954,25.55579,27.9722,15.79968,27.14552,13.81398,17.04347,72.10318,31.3093,47.39415,1.20743,29.95453,35.83253,42.76441,93.73181,7.44267,230498136.0,218.2091,1696.466,0.0
98,NINE,6.41358,0.052442,0.0,0.16114,1.86325,23.43687,22.20822,2.37288,0.0,8.15982,4.21154,0.0,3.71421,4.48632,2.68871,103.5267,0.0,0.0,60.0726,0.0,34716769.0,15.49005,103.1088,0.0
99,NE,14.60413,0.075088,1.37751,2.8136,9.67733,35.50335,36.43268,17.29459,17.71368,19.93713,17.55664,12.13449,8.82843,9.78868,1.88385,12.32329,13.65043,14.05537,104.2142,0.0,138629270.0,69.65046,5102.943,4.45502
100,NOA,10.57675,0.149618,2.09819,0.82166,3.42156,14.42557,16.86651,9.0565,9.00476,9.7006,10.52204,24.5586,8.27106,9.87151,1.14685,54.80204,108.1234,121.2489,26.00666,3.9363,27827282.0,25.87048,509.1538,15.09377
101,NOG,2.01092,0.002277,2.46157,1.18027,1.60638,79.74446,80.5903,60.39258,58.43058,64.61923,63.10807,255.2281,49.18597,60.04714,1.14666,62.63597,167.6371,167.6371,393.8584,57.19412,85363723.0,66.45467,2579.692,0.0
102,DNOW,7.70978,0.041622,1.13969,0.42656,6.30577,23.85403,23.4589,5.83,5.47945,6.36404,5.99315,16.25709,10.51786,15.91738,2.29306,0.0,0.0,0.0,28.84174,6.76417,106972917.0,105.3255,958.4774,0.0
103,NS,13.9333,0.071644,10.47436,1.10424,4.72617,35.69736,37.87827,18.97588,26.89639,30.61203,40.61904,77.14872,6.29366,6.61683,0.81553,69.27537,225.1438,225.4717,0.0306,0.0,110904702.0,98.32524,1841.018,0.0
104,OBE,0.82,0.0,0.0467,0.12631,0.0,63.51351,59.49367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6063,58.46339,139.3064,140.7514,0.0,0.0,82151499.0,62.75001,34.53357,0.0
105,OXY,6.61992,0.200199,2.53731,1.46498,3.3017,66.52639,62.66887,27.18907,17.41108,35.35617,25.75131,49.53618,13.29155,14.94579,1.09435,40.09485,66.4603,66.93055,22.26605,0.0,891745187.0,897.4243,52216.41,4.45373
106,OII,33.47021,0.184189,3.14178,0.75779,9.842,15.73833,14.44448,2.28155,0.75607,6.42826,4.9815,9.68496,2.49519,3.40362,2.26916,57.10631,134.6861,134.6861,14.85882,0.14248,100770034.0,98.11739,1634.49,0.0
107,OIS,229.4178,2.226432,0.61528,0.55586,6.39139,21.71483,23.17239,0.26524,1.0999,1.64861,2.99441,0.2891,0.19191,0.23275,2.67096,16.65742,19.91092,19.98669,25.87326,0.0,64254578.0,62.05591,427.9355,0.0
108,OKE,10.67076,0.184225,3.54967,1.17952,8.40098,0.0,0.0,11.08894,23.20283,16.96834,33.11214,36.25294,9.82341,11.12378,1.17736,64.97053,178.4633,185.4739,14.22571,0.0,447445387.0,444.2347,25316.34,0.42017
109,OSG,9.11594,0.040166,0.88738,0.64697,2.81839,54.28091,54.62998,8.22757,10.6678,16.37183,19.80473,11.40525,3.53997,4.12819,0.83102,55.60438,117.0823,125.2474,24.83184,0.0,78259721.0,61.24507,308.3433,1.62919
