,Unnamed: 0,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,currentRatio,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare
14,AMGN,15.4808,0.344539,22.76669,4.64919,10.68747,75.07827,72.44881,30.2291,46.53563,35.04391,33.31695,252.7778,10.70472,13.10599,3.14478,92.01111,1136.144,1151.739,0.0,0.0,534326594.0,532.4744,121762.3,0.0
15,AMN,10.85322,2.756219,4.00749,0.78345,7.16659,32.99535,32.75071,7.93352,7.46833,11.72611,11.15854,37.52648,12.46879,18.29112,1.33283,50.7225,102.9324,102.9324,3.57139,0.06326,39645292.0,39.47278,3773.835,16.03411
16,AMPH,24.07909,2.221929,3.77124,3.99677,17.24747,51.4564,52.73457,18.20604,19.15199,21.96433,20.02043,18.12369,12.67526,14.87115,3.85923,12.03303,13.28382,13.67903,13.95798,3.70233,48274042.0,37.4323,2072.887,8.94936
17,AMEH,30.88263,0.0,2.73015,1.55377,26.95195,16.81205,14.18765,4.33157,4.24233,6.70894,4.73871,9.55621,5.53975,7.01664,2.77464,26.39807,36.79711,37.01138,41.46227,14.62775,57547215.0,39.42674,1892.728,19.10858
18,ATR,34.05029,6.207734,3.66246,2.32293,16.63373,34.88598,35.18854,6.94466,6.34671,10.95184,9.75959,11.30975,5.32178,6.83941,1.42294,35.81696,45.24364,56.19884,1.27405,8.06029,65521443.0,64.98953,7752.497,8.21715
19,APVO,1.10193,0.008957,0.57561,3.74573,1.47368,0.0,0.0,225.2408,0.0,274.2775,0.0,73.10057,15.44662,29.62431,3.153,16.12692,8.10059,19.22777,0.0,0.0,7290121.0,5.03484,11.66419,0.0
20,ARCT,7.58034,0.050597,2.29459,2.689,6.67871,0.0,0.0,39.59294,63.21729,39.59009,60.66887,43.29675,27.3782,36.16161,4.71047,0.0,0.0,0.0,1715.973,0.0,26562951.0,22.82073,755.7159,26.26841
21,ASRT,4.58419,0.002091,1.51221,2.33767,2.95528,88.02533,87.59714,59.86532,0.0,13.92029,0.0,53.55588,25.77007,37.31313,1.45803,13.3505,15.21998,15.40748,34.33656,0.0,55664293.0,47.43388,379.0739,0.0
22,AZN,49.91943,0.090023,6.52002,5.32755,22.49826,80.62912,81.12878,10.7393,16.58241,12.37939,23.43046,13.0433,4.78067,6.30596,0.89566,46.80007,77.2472,88.02425,5.66925,0.0,1549857245.0,2989.299,233554.5,15.12977
23,ATRI,33.19031,0.0,4.11619,5.57134,22.3845,40.67849,37.7091,17.00716,8.71402,19.22591,11.17696,12.37195,11.25337,12.00456,6.6734,0.0,0.0,0.0,1.95515,0.0,1760495.0,1.37022,982.5674,6.25567
24,AVNS,24.16489,0.154973,0.81845,1.3055,11.44316,54.93062,54.51226,5.42797,0.0,8.14196,1.35629,3.45961,2.5247,2.77116,2.86309,13.97059,15.76192,16.23932,6.96178,0.0,46666812.0,45.75987,1063.07,1.38694
25,CDMO,13.53577,0.018121,5.87476,7.74431,8.84226,21.37491,25.84302,82.78095,1.21258,2.72793,7.14925,96.26565,30.46781,38.82855,1.51563,43.473,76.62397,76.9066,21.31112,9.38228,62547056.0,61.26177,1089.57,18.32567
26,BDX,46.02119,4.686456,2.76806,3.78057,18.70792,45.25493,46.35968,8.75645,9.56233,11.77628,13.02634,6.2017,3.01704,3.45939,1.31257,41.49835,62.31754,70.93535,0.0,5.12429,284014905.0,282.1028,71108.81,9.45108
27,BIIB,14.28757,0.118431,3.22847,4.40633,12.32436,78.35441,73.08973,30.92453,15.73691,24.38098,20.61307,25.00909,12.96253,15.13862,3.23808,31.3044,45.53803,45.53803,0.0,0.0,144742305.0,143.013,44524.2,9.28846
28,BMRN,247.3456,1.740685,3.70528,7.94822,100.035,77.30182,78.78172,3.29553,8.52628,3.29401,9.95062,1.58259,1.14617,1.25555,4.75085,18.8751,23.26671,23.26671,15.61451,10.95309,187700942.0,184.478,17272.24,9.12318
29,BNTX,3.92212,0.0,1.15623,1.91855,3.68133,85.28699,92.48238,51.07508,39.32655,69.96152,51.24511,34.48585,29.43844,33.74228,12.95125,1.02466,0.85072,1.03527,0.0,0.0,243019216.0,212.7245,25448.6,0.0
30,TECH,49.02301,2.231938,6.8225,11.48116,34.12313,68.12568,68.72845,24.1963,23.87182,29.716,27.26911,15.05102,11.09775,11.83946,4.04494,16.37396,19.57997,19.57997,4.38601,8.30876,157436548.0,155.7376,12900.35,11.32
31,BTMD,13.88855,0.0,0.7611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6353,5.0963,5.12272,0.11332,0.02457,0.0,0.02458,0.0,0.0,20102402.0,33.79715,401.661,0.0
32,BSX,91.75298,7.939327,4.33033,5.92603,38.76882,69.22192,69.46002,6.91453,9.23576,13.30011,16.28799,4.88651,2.76564,3.1866,1.39701,33.21162,47.59104,50.44818,7.26032,4.53424,1437698101.0,1429.211,77305.02,19.1506
33,BMY,19.52627,0.892707,4.42251,3.07099,8.0687,77.82237,77.37497,15.98543,19.99647,22.65748,27.33527,23.06164,7.42873,9.4396,1.41923,54.26301,110.225,118.8726,0.0,0.0,2100847138.0,2097.307,140798.8,15.68289
34,BRKR,34.99274,2.584273,9.13792,4.11408,26.67078,51.89241,52.51715,11.90767,11.19218,17.24533,16.89771,28.35298,8.53362,11.70229,2.03433,50.37502,93.95916,104.1345,6.62273,0.0,146727377.0,98.86673,10783.0,10.23489
35,CAH,49.09731,0.329058,0.0,0.10996,18.14343,3.35595,3.53556,0.23407,0.68731,0.31511,1.13296,0.0,1.08787,3.83284,1.03058,188.1558,0.0,0.0,12.33552,0.0,254600182.0,253.4799,21844.7,0.0
36,CTLT,14.0994,0.0,1.16751,1.20616,7.08356,32.70969,33.68146,8.61888,7.04961,13.76918,12.01044,8.70861,3.84075,4.36658,1.91219,49.6979,85.93241,98.79886,6.10014,12.42661,180090483.0,179.306,5737.683,35.86765
37,CPRX,14.16841,0.12615,3.97196,5.1691,12.366,85.00897,88.34899,38.7578,34.63674,46.81886,41.71333,35.89429,30.39014,34.60296,3.50757,0.0,0.0,0.0,66.85207,40.50397,106076959.0,97.65855,1325.772,29.30622
38,CELU,8.69274,0.087085,0.38933,5.05403,3.84485,0.0,0.0,78.9541,591.7656,0.0,423.4681,9.51465,3.48187,3.9049,0.53959,15.89952,0.0,18.90539,0.0,0.0,174259649.0,60.05837,90.84614,0.0
39,CNC,24.82684,5.408603,1.44196,0.24558,12.01638,18.60637,22.07565,1.01196,2.90571,0.89572,3.13199,5.6808,1.78439,2.27643,1.77726,42.10913,72.76975,73.1571,9.81124,9.35857,548769258.0,545.2465,35916.95,17.20685
40,CERT,229.7775,1.09359,2.96683,9.34688,48.01412,60.90408,61.40021,4.05959,1.61681,9.85151,8.34985,1.31064,0.90969,0.96476,3.7121,21.23705,26.68491,26.96324,14.44056,4.23395,159831701.0,152.8105,3219.01,0.0
41,CRL,19.46423,1.093053,3.09832,2.35405,11.93543,36.74656,36.68777,12.2531,10.09877,19.39358,28.298,17.35807,6.78651,7.90097,1.47582,46.56173,88.26406,88.48342,12.72842,0.0,51182939.0,50.36461,9631.605,21.51949
42,CHE,34.24267,0.0,9.2459,3.77498,27.33843,35.13588,33.82123,11.06806,9.66176,15.10419,12.99975,30.97783,17.50684,22.04182,0.92507,2.3577,1.84648,2.41463,1.03251,2.47012,15019778.0,14.5076,8171.21,9.76991
43,CMRX,0.54998,0.002019,0.40548,2.8582,0.55473,99.02323,100.0,514.9654,0.0,0.0,0.0,121.8719,108.3552,120.081,13.67841,0.0,0.0,0.0,5998.748,0.0,88583567.0,79.25647,97.44192,0.0
44,CI,11.65009,0.326875,1.70102,0.41352,7.69515,0.0,0.0,3.74954,2.81096,5.30209,4.21644,14.90689,4.56043,0.0,0.0,42.18673,65.44425,73.1248,3.28275,1.55188,295872231.0,293.8076,75589.44,21.59078
45,CPSI,31.15332,0.0,1.44092,1.00437,9.50765,46.75383,48.77019,3.23513,3.57636,5.75535,7.29999,4.57668,2.47111,2.77438,1.6745,37.26652,58.05967,59.40452,15.32384,3.61554,14528307.0,13.90146,336.4756,10.17855
46,CORT,29.82271,0.0,4.9607,5.96226,25.92656,98.66586,98.68817,22.83579,15.02925,24.33837,14.05815,20.16226,17.40378,19.89763,6.76971,0.0,0.0,0.0,8.83546,2.52096,101577897.0,95.67155,2467.327,18.1462
47,CCRN,5.92634,0.0,1.94557,0.33748,5.22124,22.43121,22.38982,5.90453,4.7271,8.42787,7.03332,38.59243,16.97508,24.19481,2.44844,23.45009,30.63373,30.63373,23.61457,0.0,35932889.0,35.26159,891.1356,13.74282
48,CCEL,13.86,0.0,0.0,0.0,0.0,69.50739,71.15844,5.67493,8.31523,11.57019,15.64713,40.09631,2.96547,4.3298,0.65591,7.51004,0.0,8.11985,0.0,5.16206,8303604.0,4.10284,0.0,0.0
49,CGEM,3.85313,0.015097,0.78149,0.0,3.28824,0.0,0.0,0.0,0.0,0.0,0.0,23.16958,21.87615,22.66267,21.08952,0.03326,0.0,0.03327,0.0,0.0,39360916.0,37.68427,359.3652,0.0
50,CVS,22.11121,0.0,1.20228,0.25995,10.50738,38.70464,39.66205,1.20694,2.51178,2.32746,4.0409,5.472,1.69165,2.44385,0.91542,44.85702,79.08156,81.57239,10.36519,1.70789,1282025283.0,1278.205,86023.9,8.00439
51,DHR,24.2146,2.670986,3.29377,5.36413,18.32044,60.14216,60.97391,22.40388,20.23162,26.84976,25.03139,14.74305,8.23359,9.11523,1.8937,27.80785,35.47341,38.5252,2.20256,0.0,737898789.0,648.1719,166019.8,12.69063
52,DVA,18.68276,0.0,10.81909,0.76603,6.07516,29.28259,28.35348,6.28494,5.94103,11.2507,10.84851,59.95216,4.33621,5.71189,1.18504,78.16746,1019.726,1049.066,0.41912,0.0,90700000.0,87.34091,8935.764,0.0
53,DXR,11.10769,0.0,1.79416,211.8917,0.0,0.0,0.0,2235.421,7251.691,0.0,0.0,20.66203,18.74682,20.66203,0.0,4.07025,0.0,4.24295,0.0,0.0,4038996.0,1.06007,49.08259,12.89438
54,DXCM,171.8786,10.817942,20.5881,15.21173,101.4507,64.89661,62.38705,9.67742,6.55428,13.13813,6.36548,13.22841,5.53301,7.3157,2.02005,47.6301,56.32333,90.9494,17.50185,0.0,387635623.0,384.6541,45977.46,35.56716
55,DCGO,45.73039,0.0,3.11739,2.00474,29.63833,33.65115,28.11986,4.00618,0.0,0.80484,0.0,8.02455,4.76348,6.35484,2.37114,3.65045,2.6318,3.86005,0.0,3.8771,103473896.0,85.28495,873.3197,0.0
56,DOCS,60.80899,8.663743,7.03679,16.32131,51.28194,87.16132,88.265,29.59036,29.03646,29.91694,33.38828,13.47818,11.89201,13.19626,8.48588,0.0,0.0,0.0,26.89888,12.79738,118704101.0,36.09025,6556.908,0.0
57,RDY,20.76421,0.545621,3.4211,3.16274,15.39231,55.66822,59.22157,15.31952,18.42097,19.50573,24.26145,17.71922,12.28458,17.15586,2.30481,7.42342,0.66145,8.01869,14.45778,7.36318,166519760.0,166.0049,9122.487,8.93394
58,DVAX,7.28233,0.037318,2.54559,2.18912,5.98496,63.86559,68.64784,35.99134,0.0,33.93923,0.0,55.37537,23.84813,33.20694,9.07109,28.24067,39.35469,39.35469,39.46339,0.0,128489060.0,127.2159,1435.223,7.02273
59,EW,36.90261,0.0,8.98761,9.77082,32.99608,79.8393,77.42532,27.06515,23.32831,30.87006,26.61003,25.18502,17.44234,19.91013,3.01035,8.95847,9.97825,9.97825,2.68242,8.25484,606218215.0,602.8861,53747.31,15.22862
60,ELMD,41.38,0.0,3.04007,3.01331,25.58472,78.28522,76.25894,9.86297,2.54661,11.39373,2.76523,10.51781,9.32659,10.50362,7.61828,0.0,0.0,0.0,0.0,0.0,8561100.0,7.13105,99.93495,15.5792
61,ELV,17.34776,11.829282,2.83019,0.65785,13.20075,0.0,0.0,3.87622,4.75197,5.57845,6.80546,16.93418,5.94485,0.0,0.0,40.46976,67.46172,68.17111,11.30801,5.61747,237055805.0,236.4604,105698.4,8.0346
62,LLY,69.3169,0.0,37.04045,14.96855,58.08658,77.66671,76.62787,20.53634,19.32328,22.45101,21.46552,55.42366,11.36425,16.14408,1.2999,62.57302,168.7205,168.7482,0.0,0.0,949272933.0,948.7462,414500.0,1.24018
63,EMBC,17.87585,0.0,0.0,1.47729,13.09307,67.8051,68.49513,8.43987,5.05233,21.3232,20.06496,0.0,9.23905,12.44644,2.11434,200.5009,0.0,0.0,0.0,0.5078,57293549.0,56.48477,1652.346,0.0
64,EHC,21.51186,2.206969,4.36951,1.35857,9.49461,95.36823,95.36367,8.50844,9.85005,14.72234,15.39124,16.71135,5.96629,7.38955,1.28644,58.33351,196.7835,198.6628,15.76305,2.03113,100235748.0,97.75356,6045.218,2.29403
65,NVST,28.58457,0.0,1.30799,2.18214,15.79727,57.65527,58.0676,8.24204,6.98342,11.68856,11.49554,5.08791,3.21587,3.93595,1.23025,24.44735,20.42066,32.35803,1.47169,0.0,163702043.0,161.6436,5596.973,0.0
66,EXEL,40.52279,0.0,2.43312,3.74394,35.1991,96.45279,96.49818,9.23972,9.79187,8.83909,7.05256,6.34099,5.30358,5.93487,4.99888,0.0,0.0,0.0,9.4133,0.0,325636738.0,315.4591,6229.431,51.51367
67,FONR,14.24567,0.0,0.75099,1.19501,7.06623,47.44385,46.05871,12.78258,11.59301,18.51199,17.44723,5.52333,6.32746,6.63498,8.78494,0.73874,0.54902,0.71516,0.87023,4.5923,6538148.0,6.30839,115.7134,13.28982
68,FMS,21.42,0.0,0.0,1.0699,9.47727,31.14944,30.63291,8.81223,7.24971,13.05233,11.99079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.14072,293413449.0,423.0626,20061.57,11.44584
69,GMAB,35.55079,0.290001,0.0,12.24337,759.882,0.0,0.0,34.46184,7.91871,40.96543,15.31184,21.17053,19.10393,20.31376,14.44041,2.95871,2.72159,3.04892,69.95565,0.0,65985932.0,651.1633,27386.53,0.0
70,GILD,17.70324,0.750402,4.65511,3.61249,12.50706,79.16651,77.94395,20.4785,15.49118,32.68129,26.84194,27.28472,8.86392,10.45497,1.27812,54.6559,109.3299,120.2029,0.0,0.0,1247352689.0,1234.53,97692.66,1.73596
71,GSK,13.24919,1.940094,5.05996,2.07096,8.58523,70.42462,72.62264,16.43803,23.46425,21.39591,29.96691,30.99889,6.44839,9.82047,0.95279,64.8881,140.8122,176.8613,8.80625,0.0,4094980743.0,1988.336,75202.2,0.0
72,GMED,28.55626,0.636038,2.95845,5.29928,20.92361,74.23876,74.40258,18.82305,17.7561,22.25566,20.38505,10.87592,9.70105,10.48192,6.38883,0.0,0.0,0.0,11.2009,0.79782,100333893.0,76.58288,5664.837,12.9768
73,GEG,7.18581,0.050176,0.80894,2.45648,2.8642,38.05586,0.0,62.80483,0.0,0.0,0.0,32.37302,10.83221,12.42307,22.06926,49.42112,90.44071,97.71097,22.71927,1.01118,30643918.0,26.61762,58.22344,0.0
74,HAE,47.92655,0.146866,5.79932,3.98533,23.68332,52.68055,51.96773,8.47991,10.79066,12.39562,14.17585,12.71063,5.16299,6.12438,3.11302,49.7017,97.53176,98.81389,18.46609,2.62736,50447522.0,50.26996,4500.423,0.70383
75,HLN,29.23236,0.0,0.0,2.86261,75.37525,60.82732,61.6209,10.493,13.89819,17.70527,20.99799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.69349,7.4874,9234573831.0,2837.323,40089.21,0.0
76,HALO,25.557,0.0,66.58078,6.21998,17.47037,77.50972,78.30927,25.7647,24.43214,34.46211,33.18182,111.3969,12.69429,13.66668,6.69088,95.77947,2269.37,2269.37,49.49731,0.0,131680440.0,130.3454,4384.958,0.0
77,HRMY,11.61125,0.04083,4.85818,4.56332,10.07108,81.01525,82.55628,40.16978,24.7511,28.20904,33.93298,57.629,32.13781,36.5343,4.89775,30.18623,41.77108,43.23821,42.46388,0.0,59954618.0,58.29015,2152.371,0.0
78,HCA,13.81147,0.0,0.0,1.2452,7.65334,84.43963,84.45898,11.35367,9.89674,15.12508,15.61157,0.0,13.17588,17.67798,1.22787,99.40647,0.0,0.0,1.94072,0.60657,275189800.0,210.7729,75806.35,0.0
79,HCSG,29.96588,2.68305,2.44017,0.63971,23.11763,11.7127,13.55415,2.14121,3.04005,3.08748,3.88395,8.11196,4.91045,6.37365,3.1455,7.35956,0.0,7.94422,1.17855,0.0,74195000.0,73.55214,1075.086,1.09918
80,HSTM,61.52172,0.702062,2.16758,2.69375,14.46105,65.60678,65.39901,4.37159,3.80443,4.18003,4.19314,3.58968,2.39513,3.1459,1.03392,0.0,0.0,0.0,4.56011,0.59823,30682518.0,24.14442,728.403,3.0357
81,HSIC,22.00936,0.0,2.91301,0.80612,14.38609,30.52363,31.56863,3.93519,4.05229,5.41188,5.71895,13.53341,5.79352,9.63549,1.81952,21.83392,29.40668,37.78802,0.0,0.0,131003202.0,130.4749,10099.04,7.40545
82,HOLX,27.12319,0.0,3.77652,4.93498,17.62724,56.34275,57.06771,18.56234,21.28592,23.15486,26.50755,14.92049,7.9417,9.01629,4.40984,34.91639,53.09953,53.64851,0.0,0.0,246118192.0,244.0475,20019.25,14.29674
83,HZNP,60.7624,0.0,4.32161,6.15948,28.90301,74.44815,74.93411,10.40044,6.57213,12.83857,4.3259,7.50308,4.19431,4.64193,4.07153,33.44175,49.93033,50.24433,0.0,0.0,228621802.0,223.9644,22025.42,29.66069
84,HUM,21.06435,4.812761,3.90693,0.67716,16.25226,0.0,0.0,3.26948,4.69299,4.67054,6.42809,19.53223,6.18693,0.0,0.0,41.94066,58.77421,72.48597,10.74034,19.17643,124944994.0,124.7128,64765.24,11.37636
85,ICLR,33.40227,0.225669,1.95556,2.16458,15.58364,29.13556,29.46722,6.55804,5.91521,10.76573,10.95681,6.09917,2.97666,3.53493,1.18287,34.15386,50.30746,51.8692,19.83032,0.84485,81723555.0,81.07798,16923.13,36.4021
86,IDXX,59.19543,0.0,48.54608,11.90119,50.23092,59.70778,60.31704,20.37844,23.77863,27.12994,31.1487,94.42616,25.89027,41.56681,1.07865,58.84922,82.79172,143.0087,4.78798,8.64467,83004936.0,82.0125,40832.62,0.0
87,IMTX,14.12299,0.098612,3.25703,4.01715,15.60821,0.0,0.0,21.7063,0.0,17.33206,0.11953,31.62793,12.88144,19.69984,3.54295,6.39453,5.81852,6.83136,397.1808,149.9867,76670699.0,50.91945,754.0587,0.0
88,INCY,44.69559,0.0,3.23403,4.15951,36.54139,94.24493,93.64119,9.34767,2.68378,14.05359,3.06304,7.7921,5.97817,7.24077,3.94751,0.7307,0.66551,0.73608,11.40654,0.0,223088306.0,218.9275,14433.81,20.51192
89,INFU,10493.1,0.12593,6.50095,2.93175,9.86366,60.26651,60.6024,15.22298,3.30192,5.90822,2.80261,42.56862,16.77095,20.95972,1.36759,42.06843,71.45414,72.61745,9.23626,1.51658,20931147.0,19.61261,290.6328,0.0
90,INMD,16.4275,7.678268,4.5422,5.773,15.94393,83.77675,82.79126,36.05425,38.18561,42.96642,38.64943,33.99593,30.16547,33.389,10.97573,0.0,0.0,0.0,25.52161,0.0,83070917.0,69.1647,2738.848,85.67551
91,INVA,5.67612,0.0,1.59542,2.61947,3.70606,35.99546,84.6314,66.47633,0.0,136.7267,36.74756,43.6337,20.41455,23.1134,3.28605,48.85121,78.50644,95.50803,0.0,0.0,65504384.0,64.82312,867.9331,0.0
92,PODD,44426.39,0.0,44.33798,16.29649,339.3243,61.14035,67.16001,0.04386,6.64619,2.00292,7.73527,0.12638,0.02753,0.03191,3.46987,73.52848,272.2355,277.7645,19.80033,0.0,69695828.0,69.12982,22293.61,20.31816
93,ITGR,40.05741,0.0,1.88575,1.85237,16.6524,25.99599,25.56859,4.64331,3.44919,8.89832,7.86013,4.81963,2.4463,2.63811,2.78962,41.60581,70.54465,71.2499,16.30617,1.70827,33276427.0,32.70147,2674.759,8.79937
94,IART,23.70543,1.901311,2.39387,2.56746,13.75219,62.89694,62.73848,11.00441,6.3611,14.39393,9.68397,10.4479,4.63625,5.04308,3.64686,46.22388,85.95614,85.95614,0.18339,0.0,81904442.0,72.65391,4010.042,11.93433
95,INCR,9.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45572689.0,0.0,0.0,0.0
96,ISRG,83.93467,0.0,9.57738,16.70667,61.81918,66.85586,65.61726,20.77223,21.27108,24.20576,22.85108,11.25214,9.99416,11.04839,5.26006,0.0,0.0,0.0,8.88972,2.48943,350398068.0,348.6189,107435.6,17.33632
97,IQV,34.3262,76.632956,5.97934,2.44783,16.17823,34.75231,34.33735,7.34787,7.96824,12.24645,12.89704,17.8044,4.20052,5.47642,0.80036,68.95541,199.4774,222.1173,3.28511,0.0,185549128.0,184.2869,35478.85,0.0
98,IRMD,40.88559,1.290888,8.70112,9.91435,37.23605,77.25559,75.74397,24.34646,22.01003,29.32651,25.89479,21.66919,18.57646,20.36594,9.07302,0.0,0.0,0.0,25.75922,4.11401,12594797.0,7.09741,559.8387,13.49115
99,IRWD,10.04645,0.0,2.21969,3.76142,8.55845,0.0,0.0,43.62642,43.93,60.55407,57.7517,29.71955,16.25778,17.60443,36.33662,35.94483,56.11542,56.11542,0.0,0.0,155346103.0,150.8862,1568.996,130.2443
100,ITOS,51.84122,0.0,0.81197,4.1476,42.82165,0.0,0.0,9.02015,0.0,0.0,0.0,1.80176,1.45933,1.67178,23.34779,0.0,0.0,0.0,0.0,0.0,35763742.0,35.48086,529.661,0.0
101,JNJ,33.3334,0.0,5.842,4.30157,20.90797,66.96342,66.07533,13.21795,0.0,15.7132,0.0,17.48066,6.79839,9.40564,1.0665,42.74415,49.2853,74.65464,1.45763,4.38708,2598734075.0,2595.532,414082.3,5.55437
102,KNSA,5.00542,0.020619,2.48653,4.10815,4.88763,89.12057,85.44627,83.06098,0.0,9.26478,0.0,70.56956,58.2651,66.89647,6.32738,0.0,0.0,0.0,234.1241,0.0,34951868.0,32.94202,970.9042,55.72807
103,LH,19.77478,0.0,1.86419,1.30656,11.75445,27.96931,25.80005,6.78952,5.64599,9.67123,9.02618,9.4993,4.89538,5.66607,1.62704,34.43611,49.64754,52.62099,0.0,2.82238,88600000.0,88.35114,19278.47,11.3838
104,LFLY,13.80671,0.129602,0.0,0.30133,2.58552,87.62747,88.03666,10.70456,0.0,0.0,0.0,13.84795,8.18275,9.07932,3.0991,128.5314,0.0,0.0,0.0,2.80961,41048566.0,28.24951,14.27209,0.0
105,LMAT,69.33796,0.0,5.20041,8.43353,47.47773,64.91709,65.60382,12.19992,12.83059,15.82774,16.7265,7.75935,6.79643,7.30357,6.8929,0.0,0.0,0.0,6.99738,14.94604,22156519.0,19.44677,1426.658,16.33786
106,MRVI,6.72212,0.705427,6.44145,4.68232,8.94137,77.3452,57.38564,47.71343,0.0,57.03834,3.20531,33.90777,15.71393,19.59022,6.1292,37.63361,103.1088,104.2094,0.0,0.0,131785305.0,11.82428,3360.659,0.0
107,MASI,78.2705,0.0,6.76243,3.91562,34.02428,49.5907,50.40708,5.14674,3.76991,8.19472,6.72566,8.11691,4.70514,5.64634,2.16187,41.12154,67.46599,69.84139,84.56207,0.0,52779770.0,48.14905,8992.617,12.70877
108,MCK,15.79977,0.064217,0.0,0.19408,12.39417,4.46603,4.44928,1.34617,1.19866,1.58324,1.42214,0.0,5.93068,26.28051,0.92358,136.306,0.0,0.0,4.82827,0.0,135602262.0,135.4516,53703.92,0.0
