,Unnamed: 0,peRatio,pegRatio,pbRatio,prRatio,pcfRatio,grossMarginTTM,grossMarginMRQ,netProfitMarginTTM,netProfitMarginMRQ,operatingMarginTTM,operatingMarginMRQ,returnOnEquity,returnOnAssets,returnOnInvestment,currentRatio,totalDebtToCapital,ltDebtToEquity,totalDebtToEquity,revChangeTTM,revChangeIn,sharesOutstanding,marketCapFloat,marketCap,bookValuePerShare
55,NI,18.68157,0.0,1.85609,1.91405,7.69568,36.9184,39.01693,11.74936,17.1821,20.13191,27.00916,11.12101,2.72671,3.16986,0.59804,59.12371,133.756,150.8509,13.69732,15.33498,413063219.0,404.5943,11375.76,7.47387
56,NWE,18.21609,0.0,1.298,2.27298,9.06089,51.43212,51.30197,12.12227,13.7567,18.2005,21.1294,7.36872,2.6438,2.86527,0.65866,49.08417,87.21069,96.40256,12.58438,6.87989,59794897.0,57.28052,3495.61,4.13112
57,NWN,15.44672,0.856379,1.26872,1.37921,7.15811,32.46456,35.85786,8.85056,15.49901,16.82046,24.54636,9.09871,2.35314,2.77042,0.89457,56.29344,103.7077,128.7986,28.46813,23.22966,35965613.0,34.80288,1585.364,5.06233
58,OGE,17.3339,0.0,1.67727,2.1942,8.15895,36.47266,40.59584,12.6959,6.87365,19.22778,13.72936,9.8347,3.28003,3.71144,0.84105,53.33241,91.39817,114.2815,27.98959,0.0,200287364.0,199.6938,7336.526,2.71184
59,OGS,19.29111,3.723793,1.6503,1.65833,9.34931,43.72433,35.49353,8.54322,9.94252,13.58368,14.45836,8.83885,2.83775,3.76441,0.51124,52.77267,70.73683,111.7418,22.45843,26.14677,55389948.0,53.13163,4375.806,4.49849
60,OPAL,54.18477,0.0,0.0,4.82828,30.54304,26.95356,29.60115,13.83215,47.99227,0.75531,3.62876,0.0,0.0,0.0,1.38637,30.91259,0.0,0.0,41.78024,0.25094,27694332.0,27.36825,1137.209,0.0
61,ORA,61.99715,3.800307,2.28297,6.77908,16.86667,37.3787,41.06688,12.48381,17.91807,21.86967,28.70238,3.76997,1.94796,2.25679,2.07435,44.03901,76.4826,84.52655,8.11811,0.0,59705941.0,55.91902,4987.237,6.82155
62,OTTR,11.78137,0.462901,2.54373,2.25832,8.75137,0.0,0.0,19.28283,18.42657,26.17338,23.79078,23.77084,9.50527,10.6799,1.73115,41.17899,65.19204,70.00729,8.7286,12.49863,41710621.0,40.82916,3216.723,10.66487
63,PAM,10.90216,0.087392,2.10571,5.92245,15.95093,36.76234,40.04453,23.87246,23.75315,38.12407,32.59412,24.17144,8.43118,9.62472,3.11024,43.15673,72.44774,76.21111,83.14029,7.60373,1383644605.0,40.35031,4100.79,82.69804
64,PCG,18.99354,0.022965,1.44205,1.88781,7.12273,35.32208,35.96392,8.637,9.21243,8.73659,10.13046,8.46935,1.70705,1.99084,0.83082,69.41451,207.8855,229.4034,1.68938,15.62384,1995778406.0,1967.907,41703.58,0.0
65,PNW,20.88607,0.0,1.47218,1.98522,7.02712,0.0,0.0,9.90528,0.10678,16.23199,5.36713,7.13066,1.94111,2.10458,1.01395,57.8913,130.8756,140.1065,15.29002,0.0,113255998.0,112.5016,8905.319,3.59131
66,PNM,18.66573,2.536236,1.7538,1.65129,6.92822,0.0,0.0,9.62901,11.07803,18.07961,18.21268,9.638,2.50249,2.80942,0.29436,66.4713,165.7303,202.9424,26.3666,0.0,85834874.0,84.68324,3879.736,3.67972
67,POR,18.39753,1.049625,1.55891,1.75202,7.17656,47.71408,46.71141,8.92019,9.89305,14.73456,15.64171,8.48651,2.48566,2.71548,1.01997,55.40269,121.401,124.2288,14.75342,8.87918,96621298.0,88.83104,4851.355,2.80013
68,PPL,28.0015,0.044976,1.44808,2.3809,10.1049,0.0,0.0,8.50615,11.80124,16.61394,20.62112,5.20467,2.00528,2.17063,1.225,50.95909,103.1925,103.9336,40.67908,5.45852,737067641.0,735.4971,20320.96,4.01348
69,PEG,13.31939,0.047562,2.08439,2.74116,9.01319,0.0,0.0,20.6369,34.2743,27.40616,43.88815,16.38187,4.7745,5.3677,0.79497,57.85467,116.3928,137.2742,22.91712,19.62408,498965138.0,492.03,30816.09,0.14831
70,PCYO,35.05522,1.770594,2.07987,12.86621,26.08836,64.8584,53.14381,36.74512,6.32107,29.2439,0.0,6.14107,5.66223,5.92933,4.1433,3.35853,3.46646,3.47524,11.80188,123.1343,24054843.0,23.07707,236.6997,10.64188
71,SRE,18.7625,0.129162,1.71157,2.66498,13.35131,0.0,0.0,8.20187,14.52744,17.94633,24.84756,9.42638,1.81256,2.12108,0.54039,49.34515,91.03912,106.4146,28.02951,89.86975,314650534.0,310.86,45781.65,11.31725
72,SJW,28.15314,0.937475,2.04981,3.72798,12.6452,58.40913,61.34119,12.88023,8.39791,22.02442,18.33848,7.48506,2.27852,2.42431,0.91023,58.68569,131.9203,142.0469,8.65719,0.0,31427284.0,26.83775,2362.389,9.82486
73,SR,14.35988,0.904586,1.2887,1.31005,7.17222,0.0,0.0,9.69403,15.95158,17.71374,23.17073,9.22207,2.69096,3.14979,0.79011,60.06458,123.9745,151.3511,31.41216,38.00983,52597027.0,50.94392,3536.624,5.40658
74,SO,22.93882,0.518526,2.53241,2.65568,10.25734,35.56082,39.34217,11.11951,12.33025,17.8764,18.7963,11.40331,2.45791,2.80622,0.68776,63.05071,170.532,193.1899,22.05358,0.0,1090402540.0,1086.794,77309.54,2.45155
75,YORW,32.01871,8.293069,2.98659,10.16683,20.85414,0.0,0.0,31.64549,23.71924,40.18653,35.17953,10.67973,3.90049,4.05771,0.85456,41.78762,71.78476,71.78476,8.78496,1.91913,14295673.0,14.09545,622.4336,9.35054
76,TAC,30.67692,0.23234,7.73041,1.05798,3.91016,0.0,0.0,8.67868,30.67034,20.12012,40.31221,18.71345,2.99761,4.30893,1.50956,66.1974,302.5974,315.5123,18.33689,27.51756,267384106.0,271.8383,2613.156,0.0
77,UTL,20.43273,1.551611,2.21107,1.53003,8.38535,29.5193,28.83742,7.44753,10.9446,14.25186,17.93824,10.0698,2.77865,3.19327,0.78067,60.83501,119.3887,155.3301,12.08499,36.34675,16087209.0,15.76718,903.9402,5.09576
78,WEC,21.09561,0.0,2.44235,2.96747,11.37691,33.14878,34.41357,14.08837,17.57557,19.44265,23.17441,11.79818,3.30022,3.63455,0.75376,59.88643,135.6587,153.3959,12.24349,12.88696,315434531.0,315.0319,28420.65,3.75414
79,XEL,20.59856,2.473369,2.17858,2.34339,8.34621,39.35355,36.73167,11.34344,10.2451,15.92813,14.04412,10.90015,2.98327,3.28771,0.75128,59.65068,136.0507,147.8356,14.64702,0.66617,550356331.0,546.1161,36648.23,6.10613
